date,price
03/07/18-09:01:25,0.004536
03/09/18-00:49:45,0.00383839
03/12/18-17:47:08,0.00388475
03/12/18-19:07:11,0.00398238
03/12/18-19:07:19,0.00398238
03/12/18-19:08:13,0.00398238
03/14/18-13:25:08,0.00377532
03/14/18-18:10:51,0.00351122
03/16/18-14:00:09,0.00362898
03/17/18-02:14:44,0.0034871
03/17/18-17:28:52,0.00326315
03/18/18-00:59:08,0.00316883
03/19/18-11:21:08,0.00339818
03/20/18-11:17:24,0.00345326
03/20/18-11:19:26,0.00345326
03/23/18-01:10:09,0.00340863
03/26/18-14:09:03,0.0032648
03/26/18-23:52:07,0.00316614
03/28/18-14:09:32,0.0031377
03/29/18-13:02:25,0.00290958
03/31/18-22:51:12,0.0028284
04/01/18-14:23:56,0.00273485
04/02/18-14:36:02,0.00277621
04/03/18-17:14:02,0.00297784
04/06/18-10:06:48,0.00266704
04/06/18-13:00:23,0.00265938
04/07/18-13:13:45,0.00282173
04/07/18-13:21:07,0.00284368
04/09/18-21:49:03,0.00276255
04/09/18-22:34:06,0.00275499
04/10/18-23:07:28,0.00324926
04/11/18-13:45:28,0.00340518
04/11/18-19:30:06,0.00335851
04/14/18-23:10:11,0.00422428
04/15/18-17:01:42,0.00457234
04/15/18-22:38:01,0.00490124
04/16/18-13:34:50,0.0044348 
04/16/18-19:19:37,0.00456809
04/18/18-14:04:56,0.00518053
04/18/18-14:16:07,0.0051975 
04/18/18-14:16:54,0.0051975 
04/18/18-14:17:43,0.0051975 
04/22/18-20:37:39,0.00554001
04/23/18-20:11:52,0.00565081
04/24/18-18:57:58,0.00585169
04/25/18-10:51:07,0.00512802
04/25/18-22:59:08,0.00498726
04/28/18-01:51:31,0.00538234
04/28/18-17:34:36,0.00552253
04/29/18-22:19:05,0.0055122 
05/02/18-12:50:57,0.0052483 
05/03/18-16:24:47,0.00564817
05/04/18-00:23:39,0.00542556
05/05/18-19:01:27,0.0051635 
05/06/18-17:29:21,0.0048458 
05/06/18-17:29:50,0.0048458 
05/06/18-22:59:23,0.00481709
05/08/18-18:22:05,0.00521271
05/14/18-12:22:14,0.00449423
05/15/18-17:13:25,0.00448819
05/15/18-23:53:39,0.00433305
05/16/18-22:25:14,0.00436545
05/19/18-23:57:43,0.0041952 
05/23/18-15:13:31,0.00348175
05/25/18-14:20:14,0.00353554
05/26/18-21:41:34,0.00341735
05/29/18-12:28:10,0.00336527
05/29/18-21:22:22,0.00342699
05/30/18-11:59:34,0.00341837
06/04/18-08:15:01,0.00355056
06/05/18-09:29:40,0.0036074
06/06/18-14:06:02,0.00373833
06/09/18-00:12:22,0.00368607
06/09/18-09:39:10,0.00366793
06/11/18-12:36:59,0.00315651
06/12/18-10:11:39,0.00322028
06/12/18-23:40:04,0.00308744
06/14/18-00:28:29,0.00288624
06/14/18-11:55:52,0.00285014
06/14/18-21:23:12,0.0029722
06/15/18-13:03:14,0.00291048
06/17/18-13:03:33,0.00289545
06/18/18-21:23:07,0.0030622
